"year";"Elsewhere Europe";"North Sea";"EEminCI";"NSminCI";"EEmaxCI";"NSmaxCI"
"57";2016;0.0945706943050247;0.0166058598422907;0.0587015687990923;0.00724143832927324;0.152357362917237;0.0380800841715483
"58";2017;0.0993495564054031;0.0100941259977091;0.0617021604927561;0.00445469940289002;0.15996740274774;0.0228727845455797
"59";2018;0.0829802960343989;0.0169725803010422;0.0510834800469181;0.00749027140633231;0.134793665655359;0.0384590178977749
"60";2019;0.0578339372876662;0.0127726280096824;0.0363003193159627;0.00561726702293431;0.0921414567480918;0.0290425976916622
"61";2020;0.0680208328894044;0.0061939746898222;0.0426942738091896;0.00270310819017153;0.108371294184477;0.0141930399225802
"62";2021;0.0521872865149391;0.00646948169918488;0.0325419769763888;0.00281744374380408;0.0836922992038382;0.0148553785849782
"63";2022;0.0984041494463791;0.00686464599213361;0.0613610283176634;0.00301899887215844;0.157809881837946;0.0156089374633072
"64";2023;0.0780407970255571;0.00600770832965315;0.0486632279549105;0.00263098300336617;0.125153350000277;0.0137182791861467
"65";2024;0.0737723366755691;0.0128082760157005;0.0457492076021977;0.00558289851087666;0.118960697765442;0.0293847244714842
"66";2025;0.123887981191098;0.00679809088169607;0.0758577096182129;0.00416253133761595;0.202329228773879;0.0111023883996193
