"site";"id";"value";"year";"das_comment";"ser_id";"cou_code";"cou_order";"area_division";"ser_hty_code";"ser_qal_id";"ser_y";"das_qal_id";"das_last_update";"f_subarea";"lfs_code";"lifestage";"area";"area2";"decade";"year_f";"ldata";"site_cou";"mean_2000_2009";"value_std_2000_2009";"mean_1979_1994";"value_std_1979_1994";"mean";"value_std"
"302";"BeeY";9493;4;2025;"Provisional count to end of June 2025";318;"GB";17;"27.4.c";"F";1;51.743997;4;2025-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2025";1.38629436111989;"BeeY(GB)";NA;NA;NA;NA;66.5333333333333;0.0601202404809619
"303";"BeeY";8318;36;2023;"data updated to end of trapping season";318;"GB";17;"27.4.c";"F";1;51.743997;1;2024-09-10;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2023";3.58351893845611;"BeeY(GB)";NA;NA;NA;NA;66.5333333333333;0.541082164328657
"366";"BroY";3154;108;2018;"Updated 2020, provisonal data as of June 2018 changed from 107 to 108";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2018";4.68213122712422;"BroY(GB)";NA;NA;NA;NA;2615;0.0413001912045889
"367";"BroY";3150;219;2014;"Das_qal_id added in 2022.";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2014";5.3890717298165;"BroY(GB)";NA;NA;NA;NA;2615;0.0837476099426386
"368";"BroY";3148;NA;2012;"2012 represents a partial count.";186;"GB";17;"27.4.c";"F";1;52.3353;3;2022-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2012";3.98898404656427;"BroY(GB)";NA;NA;NA;NA;2615;NA
"369";"BroY";6832;NA;2021;"Trap flooded out May and June. Count updated in 2022 from provisional 2 to final 1";186;"GB";17;"27.4.c";"F";1;52.3353;3;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2021";0;"BroY(GB)";NA;NA;NA;NA;2615;NA
"370";"BroY";3151;1098;2015;"Das_qal_id added in 2022.";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2015";7.00124562206948;"BroY(GB)";NA;NA;NA;NA;2615;0.419885277246654
"371";"BroY";8321;3947;2023;"data updated to end of trapping season";186;"GB";17;"27.4.c";"F";1;52.3353;1;2024-09-10;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2023";8.28071107566285;"BroY(GB)";NA;NA;NA;NA;2615;1.5093690248566
"372";"BroY";3153;271;2017;"Das_qal_id added in 2022.";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2017";5.6021188208797;"BroY(GB)";NA;NA;NA;NA;2615;0.103632887189293
"373";"BroY";3147;23690;2011;"Das_qal_id added in 2022.";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2011";10.0728082971528;"BroY(GB)";NA;NA;NA;NA;2615;9.05927342256214
"374";"BroY";3152;538;2016;"Das_qal_id added in 2022.";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2016";6.28785856016178;"BroY(GB)";NA;NA;NA;NA;2615;0.205736137667304
"375";"BroY";3149;734;2013;"Das_qal_id added in 2022.";186;"GB";17;"27.4.c";"F";1;52.3353;1;2022-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2013";6.59850902861452;"BroY(GB)";NA;NA;NA;NA;2615;0.280688336520076
"376";"BroY";9496;24;2025;"Provisional count to end of June 2025";186;"GB";17;"27.4.c";"F";1;52.3353;4;2025-09-09;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2025";3.17805383034795;"BroY(GB)";NA;NA;NA;NA;2615;0.00917782026768642
"377";"BroY";5534;610;2019;"In 2019 the trap was not running continuously throughout the year- this will therefore be an underestimate.";186;"GB";17;"27.4.c";"F";1;52.3353;4;2022-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2010";"2019";6.41345895716736;"BroY(GB)";NA;NA;NA;NA;2615;0.233269598470363
"378";"BroY";7925;2660;2022;"Provisional data updated by Ros Wright";186;"GB";17;"27.4.c";"F";1;52.3353;1;2023-09-05;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2022";7.88608140177575;"BroY(GB)";NA;NA;NA;NA;2615;1.01720841300191
"379";"BroY";5544;87;2020;"Comment updated in 2021 from \"Provisional data as of June 2020\" to \"Final count for 2020. Monitoring impacted by COVID19.\"";186;"GB";17;"27.4.c";"F";1;52.3353;4;2022-09-08;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2020";4.46590811865458;"BroY(GB)";NA;NA;NA;NA;2615;0.0332695984703633
"380";"BroY";8702;9;2024;"Provisional data to end of June, High flows limited trapping to end May";186;"GB";17;"27.4.c";"F";1;52.3353;4;2024-09-10;"27.4";"Y";"yellow eel";"North Sea";"North Sea";"2020";"2024";2.19722457733622;"BroY(GB)";NA;NA;NA;NA;2615;0.00344168260038241
"415";"DalaY";1188;265.5;1968;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1968";5.58161484068199;"DalaY(SE)";42.341;6.27051793769632;42.9666666666667;6.17920868890613;118.574422535211;2.23910008856386
"416";"DalaY";2739;31.6;2014;"inserted 2014 by Hakan";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2014";3.45315712059287;"DalaY(SE)";42.341;0.746321532320918;42.9666666666667;0.735453840186191;118.574422535211;0.266499294910049
"417";"DalaY";1212;9.6;1992;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1992";2.26176309847379;"DalaY(SE)";42.341;0.226730592097494;42.9666666666667;0.223429014740109;118.574422535211;0.0809618111119135
"418";"DalaY";1204;33.9;1984;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1984";3.5234150143864;"DalaY(SE)";42.341;0.800642403344276;42.9666666666667;0.788983708301009;118.574422535211;0.285896395488945
"419";"DalaY";1215;7.6;1995;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1995";2.02814824729229;"DalaY(SE)";42.341;0.179495052077183;42.9666666666667;0.176881303335919;118.574422535211;0.0640947671302649
"420";"DalaY";1208;69;1988;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1988";4.23410650459726;"DalaY(SE)";42.341;1.62962613070074;42.9666666666667;1.60589604344453;118.574422535211;0.581913017366879
"421";"DalaY";1214;71.9;1994;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1994";4.275276264727;"DalaY(SE)";42.341;1.69811766373019;42.9666666666667;1.67339022498061;118.574422535211;0.606370231140269
"422";"DalaY";2588;19.87;2011;"updated in 2013 from 11.87 by hakan";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2011";2.98921105656373;"DalaY(SE)";42.341;0.469285090101793;42.9666666666667;0.462451512800621;118.574422535211;0.167574081957679
"423";"DalaY";8212;2.09;2022;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2023-09-04;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2022";0.73716406597672;"DalaY(SE)";42.341;0.0493611393212253;42.9666666666667;0.0486423584173778;118.574422535211;0.0176260609608228
"424";"DalaY";1992;79.63;2010;"Change by Willem Dekker last value 79.6";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2010";4.37739090626935;"DalaY(SE)";42.341;1.88068302590869;42.9666666666667;1.8532971295578;118.574422535211;0.671561356129341
"425";"DalaY";1195;148.7;1975;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1975";5.00193085346611;"DalaY(SE)";42.341;3.51196240051014;42.9666666666667;3.46082234290147;118.574422535211;1.25406472003558
"426";"DalaY";1174;508.5;1954;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1954";6.23146521548861;"DalaY(SE)";42.341;12.0096360501641;42.9666666666667;11.8347556245151;118.574422535211;4.28844593233417
"427";"DalaY";2764;9.859;2015;"inserted september 2015 Hakan";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2015";2.2883847435929;"DalaY(SE)";42.341;0.232847594530124;42.9666666666667;0.229456943366951;118.574422535211;0.0831460933075371
"428";"DalaY";1172;324;1952;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1952";5.78074351579233;"DalaY(SE)";42.341;7.65215748329043;42.9666666666667;7.54072924747866;118.574422535211;2.73246112502708
"429";"DalaY";1191;242;1971;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1971";5.48893772615669;"DalaY(SE)";42.341;5.71550034245767;42.9666666666667;5.6322730799069;118.574422535211;2.04091232177949
"430";"DalaY";2639;21.6;2012;"inserted 2013 by Hakan";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2012";3.07269331469012;"DalaY(SE)";42.341;0.510143832219362;42.9666666666667;0.502715283165244;118.574422535211;0.182164075001806
"431";"DalaY";2738;15.1;2013;"inserted 2014 by Hakan";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2013";2.71469474382088;"DalaY(SE)";42.341;0.35662832715335;42.9666666666667;0.351435221101629;118.574422535211;0.127346182061447
"432";"DalaY";1220;12.4;2000;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2000";2.51769647261099;"DalaY(SE)";42.341;0.29286034812593;42.9666666666667;0.288595810705974;118.574422535211;0.104575672686222
"433";"DalaY";1222;58.6;2002;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2002";4.07073469658297;"DalaY(SE)";42.341;1.38400132259512;42.9666666666667;1.36384794414275;118.574422535211;0.494204388662306
"434";"DalaY";1194;49.5;1974;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1974";3.90197266957464;"DalaY(SE)";42.341;1.1690796155027;42.9666666666667;1.15205585725368;118.574422535211;0.417459338545804
"435";"DalaY";1186;157.5;1966;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1966";5.05942545826569;"DalaY(SE)";42.341;3.71979877659951;42.9666666666667;3.66563227307991;118.574422535211;1.32827971355483
"436";"DalaY";1206;28.4;1986;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1986";3.34638914516716;"DalaY(SE)";42.341;0.67074466828842;42.9666666666667;0.660977501939488;118.574422535211;0.239512024539411
"437";"DalaY";1177;161.5;1957;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1957";5.08450514266271;"DalaY(SE)";42.341;3.81426985664014;42.9666666666667;3.75872769588829;118.574422535211;1.36201380151813
"438";"DalaY";1216;17.5;1996;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1996";2.86220088092947;"DalaY(SE)";42.341;0.413310975177724;42.9666666666667;0.407292474786656;118.574422535211;0.147586634839426
"439";"DalaY";6498;2.03;2020;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-08;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2020";0.708035793053696;"DalaY(SE)";42.341;0.0479440731206159;42.9666666666667;0.0472459270752521;118.574422535211;0.0171200496413734
"440";"DalaY";7845;2.4;2021;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2021";0.8754687373539;"DalaY(SE)";42.341;0.0566826480243735;42.9666666666667;0.0558572536850271;118.574422535211;0.0202404527779784
"441";"DalaY";8499;5.6;2023;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2024-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2023";1.7227665977411;"DalaY(SE)";42.341;0.132259512056872;42.9666666666667;0.13033359193173;118.574422535211;0.0472277231486162
"442";"DalaY";1182;289;1962;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1962";5.66642668811243;"DalaY(SE)";42.341;6.82553553293498;42.9666666666667;6.72614429790535;118.574422535211;2.43728785534823
"443";"DalaY";9888;25.522;2024;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2025-09-10;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2020";"2024";3.23954082531178;"DalaY(SE)";42.341;0.602772726199192;42.9666666666667;0.59399534522886;118.574422535211;0.215240348249818
"444";"DalaY";1175;550;1955;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1955";6.30991827822652;"DalaY(SE)";42.341;12.9897735055856;42.9666666666667;12.8006206361521;118.574422535211;4.63843709495338
"445";"DalaY";1219;15.5;1999;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1999";2.7408400239252;"DalaY(SE)";42.341;0.366075435157412;42.9666666666667;0.360744763382467;118.574422535211;0.130719590857777
"446";"DalaY";1200;71.2;1980;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1980";4.26549281841793;"DalaY(SE)";42.341;1.68158522472308;42.9666666666667;1.65709852598914;118.574422535211;0.600466765746692
"447";"DalaY";1199;34.3;1979;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1979";3.53514535417189;"DalaY(SE)";42.341;0.810089511348338;42.9666666666667;0.798293250581846;118.574422535211;0.289269804285274
"448";"DalaY";3057;0.391;2017;"Only 5 individuals and 0,391 g";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2017";-0.939047718996771;"DalaY(SE)";42.341;0.00923454807397086;42.9666666666667;0.00910007757951901;118.574422535211;0.00329750709841231
"449";"DalaY";1180;289;1960;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1960";5.66642668811243;"DalaY(SE)";42.341;6.82553553293498;42.9666666666667;6.72614429790535;118.574422535211;2.43728785534823
"450";"DalaY";5663;10.77;2019;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-08;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2019";2.3767644911683;"DalaY(SE)";42.341;0.254363383009376;42.9666666666667;0.250659425911559;118.574422535211;0.090829031841178
"451";"DalaY";1171;210;1951;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1951";5.34710753071747;"DalaY(SE)";42.341;4.95973170213268;42.9666666666667;4.88750969743988;118.574422535211;1.77103961807311
"452";"DalaY";3198;13.252;2018;"Inserted 2018 Hakan, 149 Eels, preliminary results, the trap i closed yet / Final 2019 13,252 = 13,3";30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2018";2.58414848443765;"DalaY(SE)";42.341;0.312982688174583;42.9666666666667;0.308425135764158;118.574422535211;0.111761033422404
"453";"DalaY";1213;6.6;1993;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1993";1.88706964903238;"DalaY(SE)";42.341;0.155877282067027;42.9666666666667;0.153607447633825;118.574422535211;0.0556612451394406
"454";"DalaY";1196;44;1976;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1976";3.78418963391826;"DalaY(SE)";42.341;1.03918188044685;42.9666666666667;1.02404965089216;118.574422535211;0.37107496759627
"455";"DalaY";2828;3.46;2016;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2010";"2016";1.24126858906963;"DalaY(SE)";42.341;0.0817174842351385;42.9666666666667;0.0805275407292475;118.574422535211;0.0291799860882522
"456";"DalaY";1190;149.8;1970;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1970";5.00930107108312;"DalaY(SE)";42.341;3.53794194752132;42.9666666666667;3.48642358417378;118.574422535211;1.26334159422548
"457";"DalaY";1218;14.7;1998;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1998";2.68784749378469;"DalaY(SE)";42.341;0.347181219149288;42.9666666666667;0.342125678820791;118.574422535211;0.123972773265118
"458";"DalaY";1181;303;1961;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1961";5.71373280550937;"DalaY(SE)";42.341;7.15618431307716;42.9666666666667;7.05197827773468;118.574422535211;2.55535716321977
"459";"DalaY";1226;34.7;2006;"Updated 2024 35.1 changed to 34.7";30;"SE";2;"27.3.d";"F";1;60.56;1;2024-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2006";3.54673968695281;"DalaY(SE)";42.341;0.819536619352401;42.9666666666667;0.807602792862684;118.574422535211;0.292643213081604
"460";"DalaY";1225;30.9;2005;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2005";3.4307561839037;"DalaY(SE)";42.341;0.729789093313809;42.9666666666667;0.719162141194725;118.574422535211;0.260595829516472
"461";"DalaY";1183;445.4;1963;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1963";6.09897275482327;"DalaY(SE)";42.341;10.5193547625233;42.9666666666667;10.366175329713;118.574422535211;3.75629069471316
"462";"DalaY";1755;30.5;2008;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2008";3.41772668361337;"DalaY(SE)";42.341;0.720341985309747;42.9666666666667;0.709852598913887;118.574422535211;0.257222420720142
"463";"DalaY";1227;18.5;2007;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2007";2.91777073208428;"DalaY(SE)";42.341;0.436928745187879;42.9666666666667;0.430566330488751;118.574422535211;0.15602015683025
"464";"DalaY";1201;6.8;1981;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1981";1.91692261218206;"DalaY(SE)";42.341;0.160600836069058;42.9666666666667;0.158262218774244;118.574422535211;0.0573479495376054
"465";"DalaY";1198;35.1;1978;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1978";3.55820113047182;"DalaY(SE)";42.341;0.828983727356463;42.9666666666667;0.816912335143522;118.574422535211;0.296016621877934
"466";"DalaY";1179;612.6;1959;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1959";6.41771219439867;"DalaY(SE)";42.341;14.4682459082213;42.9666666666667;14.2575640031032;118.574422535211;5.16637557157898
"467";"DalaY";1173;241.5;1953;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1950";"1953";5.48686947309263;"DalaY(SE)";42.341;5.70369145745259;42.9666666666667;5.62063615205586;118.574422535211;2.03669556078408
"468";"DalaY";1217;7.5;1997;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1990";"1997";2.01490302054226;"DalaY(SE)";42.341;0.177133275076167;42.9666666666667;0.17455391776571;118.574422535211;0.0632514149311825
"469";"DalaY";1185;276.4;1965;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1960";"1965";5.62184909189352;"DalaY(SE)";42.341;6.52795163080702;42.9666666666667;6.43289371605896;118.574422535211;2.33102547826384
"470";"DalaY";1223;126.1;2003;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2003";4.83707524297087;"DalaY(SE)";42.341;2.97820079828063;42.9666666666667;2.93483320403413;118.574422535211;1.06346712304295
"471";"DalaY";1192;87.6;1972;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1970";"1972";4.47278099794235;"DalaY(SE)";42.341;2.06891665288963;42.9666666666667;2.03878975950349;118.574422535211;0.738776526396211
"472";"DalaY";1224;26.4;2004;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"2000";"2004";3.27336401015227;"DalaY(SE)";42.341;0.623509128268109;42.9666666666667;0.614429790535299;118.574422535211;0.222644980557762
"473";"DalaY";1203;112.1;1983;NA;30;"SE";2;"27.3.d";"F";1;60.56;1;2022-09-09;"27.3";"Y";"yellow eel";"North Sea";"Baltic";"1980";"1983";4.71939133007811;"DalaY(SE)";42.341;2.64755201813845;42.9666666666667;2.60899922420481;118.574422535211;0.945397815171407
